s_p,s_n,cluster_label,cluster_type
650.0,-599.0,1,cluster_1
690.0,-671.0,1,cluster_1
688.0,-680.0,1,cluster_1
782.0,-667.0,1,cluster_1
683.0,-720.0,1,cluster_1
687.0,-951.0,1,cluster_1
699.0,-785.0,1,cluster_1
567.0,-281.0,1,cluster_1
722.0,-713.0,1,cluster_1
688.0,-692.0,1,cluster_1
702.0,-579.0,1,cluster_1
805.0,-406.0,1,cluster_1
537.0,-552.0,1,cluster_1
633.0,-571.0,1,cluster_1
746.0,-400.0,1,cluster_1
716.0,-720.0,1,cluster_1
701.0,-641.0,1,cluster_1
579.0,-722.0,1,cluster_1
610.0,-678.0,1,cluster_1
619.0,-496.0,1,cluster_1
632.0,-640.0,1,cluster_1
681.0,-710.0,1,cluster_1
437.0,-548.0,1,cluster_1
630.0,-461.0,1,cluster_1
697.0,-649.0,1,cluster_1
658.0,-674.0,1,cluster_1
666.0,-652.0,1,cluster_1
711.0,-690.0,1,cluster_1
653.0,-581.0,1,cluster_1
683.0,-673.0,1,cluster_1
653.0,-690.0,1,cluster_1
589.0,-656.0,1,cluster_1
604.0,-614.0,1,cluster_1
711.0,-700.0,1,cluster_1
724.0,-764.0,1,cluster_1
580.0,-580.0,1,cluster_1
814.0,-671.0,1,cluster_1
454.0,-509.0,1,cluster_1
738.0,-368.0,1,cluster_1
798.0,-890.0,1,cluster_1
788.0,-676.0,1,cluster_1
657.0,-686.0,1,cluster_1
686.0,-668.0,1,cluster_1
678.0,-662.0,1,cluster_1
677.0,-474.0,1,cluster_1
748.0,-571.0,1,cluster_1
675.0,-497.0,1,cluster_1
760.0,-646.0,1,cluster_1
757.0,-745.0,1,cluster_1
742.0,-391.0,1,cluster_1
709.0,-372.0,1,cluster_1
712.0,-367.0,1,cluster_1
633.0,-585.0,1,cluster_1
696.0,-691.0,1,cluster_1
793.0,-564.0,1,cluster_1
844.0,-643.0,1,cluster_1
513.0,-574.0,1,cluster_1
620.0,-559.0,1,cluster_1
528.0,-406.0,1,cluster_1
539.0,-431.0,1,cluster_1
636.0,-713.0,1,cluster_1
635.0,-317.0,1,cluster_1
555.0,-457.0,1,cluster_1
534.0,-426.0,1,cluster_1
716.0,-359.0,1,cluster_1
751.0,-415.0,1,cluster_1
564.0,-457.0,1,cluster_1
556.0,-527.0,1,cluster_1
506.0,-561.0,1,cluster_1
554.0,-398.0,1,cluster_1
570.0,-461.0,1,cluster_1
723.0,-750.0,1,cluster_1
623.0,-253.0,1,cluster_1
649.0,-401.0,1,cluster_1
576.0,-471.0,1,cluster_1
806.0,-396.0,1,cluster_1
722.0,-394.0,1,cluster_1
785.0,-417.0,1,cluster_1
557.0,-538.0,1,cluster_1
812.0,-606.0,1,cluster_1
760.0,-380.0,1,cluster_1
684.0,-661.0,1,cluster_1
837.0,-362.0,1,cluster_1
765.0,-897.0,1,cluster_1
644.0,-508.0,1,cluster_1
770.0,-637.0,1,cluster_1
593.0,-482.0,1,cluster_1
565.0,-482.0,1,cluster_1
728.0,-671.0,1,cluster_1
696.0,-354.0,1,cluster_1
782.0,-393.0,1,cluster_1
581.0,-326.0,1,cluster_1
786.0,-638.0,1,cluster_1
665.0,-653.0,1,cluster_1
648.0,-480.0,1,cluster_1
756.0,-557.0,1,cluster_1
632.0,-438.0,1,cluster_1
805.0,-341.0,1,cluster_1
526.0,-422.0,1,cluster_1
698.0,-589.0,1,cluster_1
806.0,-380.0,1,cluster_1
652.0,-429.0,1,cluster_1
806.0,-466.0,1,cluster_1
619.0,-525.0,1,cluster_1
831.0,-421.0,1,cluster_1
670.0,-536.0,1,cluster_1
644.0,-399.0,1,cluster_1
827.0,-419.0,1,cluster_1
831.0,-802.0,1,cluster_1
555.0,-461.0,1,cluster_1
634.0,-439.0,1,cluster_1
528.0,-464.0,1,cluster_1
631.0,-387.0,1,cluster_1
494.0,-587.0,1,cluster_1
701.0,-360.0,1,cluster_1
668.0,-538.0,1,cluster_1
830.0,-435.0,1,cluster_1
789.0,-279.0,1,cluster_1
580.0,-474.0,1,cluster_1
630.0,-469.0,1,cluster_1
582.0,-417.0,1,cluster_1
561.0,-646.0,1,cluster_1
672.0,-422.0,1,cluster_1
714.0,-417.0,1,cluster_1
733.0,-606.0,1,cluster_1
720.0,-551.0,1,cluster_1
721.0,-386.0,1,cluster_1
593.0,-871.0,1,cluster_1
789.0,-762.0,1,cluster_1
743.0,-558.0,1,cluster_1
630.0,-356.0,1,cluster_1
809.0,-561.0,1,cluster_1
692.0,-576.0,1,cluster_1
714.0,-628.0,1,cluster_1
605.0,-681.0,1,cluster_1
696.0,-418.0,1,cluster_1
891.0,-701.0,1,cluster_1
837.0,-437.0,1,cluster_1
559.0,-475.0,1,cluster_1
514.0,-436.0,1,cluster_1
633.0,-351.0,1,cluster_1
603.0,-622.0,1,cluster_1
756.0,-393.0,1,cluster_1
737.0,-638.0,1,cluster_1
817.0,-366.0,1,cluster_1
656.0,-450.0,1,cluster_1
762.0,-514.0,1,cluster_1
453.0,-440.0,1,cluster_1
787.0,-424.0,1,cluster_1
644.0,-271.0,1,cluster_1
542.0,-498.0,1,cluster_1
841.0,-718.0,1,cluster_1
633.0,-431.0,1,cluster_1
583.0,-577.0,1,cluster_1
712.0,-585.0,1,cluster_1
734.0,-371.0,1,cluster_1
564.0,-471.0,1,cluster_1
609.0,-608.0,1,cluster_1
576.0,-507.0,1,cluster_1
897.0,-706.0,1,cluster_1
658.0,-514.0,1,cluster_1
611.0,-582.0,1,cluster_1
651.0,-420.0,1,cluster_1
596.0,-538.0,1,cluster_1
698.0,-345.0,1,cluster_1
760.0,-687.0,1,cluster_1
503.0,-624.0,1,cluster_1
592.0,-448.0,1,cluster_1
546.0,-559.0,1,cluster_1
730.0,-444.0,1,cluster_1
669.0,-364.0,1,cluster_1
832.0,-627.0,1,cluster_1
386.0,-567.0,1,cluster_1
833.0,-408.0,1,cluster_1
638.0,-466.0,1,cluster_1
579.0,-277.0,1,cluster_1
377.0,-641.0,1,cluster_1
497.0,-270.0,1,cluster_1
765.0,-697.0,1,cluster_1
694.0,-449.0,1,cluster_1
632.0,-296.0,1,cluster_1
678.0,-817.0,1,cluster_1
724.0,-470.0,1,cluster_1
630.0,-527.0,1,cluster_1
695.0,-349.0,1,cluster_1
708.0,-639.0,1,cluster_1
656.0,-344.0,1,cluster_1
856.0,-638.0,1,cluster_1
575.0,-346.0,1,cluster_1
792.0,-427.0,1,cluster_1
647.0,-605.0,1,cluster_1
740.0,-538.0,1,cluster_1
757.0,-436.0,1,cluster_1
647.0,-346.0,1,cluster_1
565.0,-396.0,1,cluster_1
855.0,-420.0,1,cluster_1
736.0,-759.0,1,cluster_1
807.0,-565.0,1,cluster_1
708.0,-874.0,1,cluster_1
885.0,-690.0,1,cluster_1
812.0,-440.0,1,cluster_1
600.0,-491.0,1,cluster_1
643.0,-614.0,1,cluster_1
558.0,-546.0,1,cluster_1
724.0,-629.0,1,cluster_1
707.0,-406.0,1,cluster_1
833.0,-783.0,1,cluster_1
822.0,-821.0,1,cluster_1
708.0,-579.0,1,cluster_1
661.0,-614.0,1,cluster_1
659.0,-495.0,1,cluster_1
899.0,-428.0,1,cluster_1
492.0,-479.0,1,cluster_1
633.0,-383.0,1,cluster_1
718.0,-330.0,1,cluster_1
693.0,-648.0,1,cluster_1
642.0,-712.0,1,cluster_1
746.0,-404.0,1,cluster_1
693.0,-458.0,1,cluster_1
640.0,-374.0,1,cluster_1
744.0,-473.0,1,cluster_1
706.0,-838.0,1,cluster_1
687.0,-434.0,1,cluster_1
603.0,-271.0,1,cluster_1
595.0,-427.0,1,cluster_1
651.0,-465.0,1,cluster_1
822.0,-769.0,1,cluster_1
685.0,-504.0,1,cluster_1
675.0,-420.0,1,cluster_1
726.0,-821.0,1,cluster_1
471.0,-301.0,1,cluster_1
688.0,-364.0,1,cluster_1
552.0,-347.0,1,cluster_1
421.0,-466.0,1,cluster_1
635.0,-579.0,1,cluster_1
812.0,-605.0,1,cluster_1
669.0,-417.0,1,cluster_1
712.0,-383.0,1,cluster_1
526.0,-482.0,1,cluster_1
829.0,-414.0,1,cluster_1
765.0,-538.0,1,cluster_1
670.0,-349.0,1,cluster_1
597.0,-420.0,1,cluster_1
686.0,-900.0,1,cluster_1
703.0,-317.0,1,cluster_1
679.0,-482.0,1,cluster_1
710.0,-369.0,1,cluster_1
717.0,-678.0,1,cluster_1
652.0,-439.0,1,cluster_1
627.0,-699.0,1,cluster_1
805.0,-412.0,1,cluster_1
767.0,-561.0,1,cluster_1
748.0,-296.0,1,cluster_1
667.0,-423.0,1,cluster_1
672.0,-523.0,1,cluster_1
478.0,-760.0,1,cluster_1
631.0,-326.0,1,cluster_1
805.0,-405.0,1,cluster_1
740.0,-720.0,1,cluster_1
653.0,-408.0,1,cluster_1
616.0,-371.0,1,cluster_1
569.0,-410.0,1,cluster_1
859.0,-529.0,1,cluster_1
745.0,-403.0,1,cluster_1
809.0,-402.0,1,cluster_1
741.0,-850.0,1,cluster_1
675.0,-846.0,1,cluster_1
797.0,-742.0,1,cluster_1
744.0,-405.0,1,cluster_1
634.0,-742.0,1,cluster_1
882.0,-505.0,1,cluster_1
679.0,-421.0,1,cluster_1
602.0,-388.0,1,cluster_1
890.0,-839.0,1,cluster_1
598.0,-301.0,1,cluster_1
464.0,-512.0,1,cluster_1
859.0,-725.0,1,cluster_1
412.0,-490.0,1,cluster_1
742.0,-462.0,1,cluster_1
775.0,-636.0,1,cluster_1
441.0,-444.0,1,cluster_1
739.0,-821.0,1,cluster_1
572.0,-628.0,1,cluster_1
576.0,-616.0,1,cluster_1
424.0,-538.0,1,cluster_1
607.0,-503.0,1,cluster_1
642.0,-419.0,1,cluster_1
621.0,-536.0,1,cluster_1
642.0,-517.0,1,cluster_1
766.0,-377.0,1,cluster_1
723.0,-617.0,1,cluster_1
727.0,-553.0,1,cluster_1
618.0,-471.0,1,cluster_1
649.0,-400.0,1,cluster_1
797.0,-418.0,1,cluster_1
840.0,-406.0,1,cluster_1
385.0,-613.0,1,cluster_1
732.0,-737.0,1,cluster_1
670.0,-489.0,1,cluster_1
590.0,-572.0,1,cluster_1
747.0,-461.0,1,cluster_1
765.0,-596.0,1,cluster_1
763.0,-408.0,1,cluster_1
717.0,-394.0,1,cluster_1
701.0,-475.0,1,cluster_1
674.0,-348.0,1,cluster_1
831.0,-367.0,1,cluster_1
457.0,-433.0,1,cluster_1
668.0,-820.0,1,cluster_1
720.0,-380.0,1,cluster_1
724.0,-436.0,1,cluster_1
590.0,-918.0,1,cluster_1
780.0,-775.0,1,cluster_1
607.0,-477.0,1,cluster_1
818.0,-394.0,1,cluster_1
730.0,-507.0,1,cluster_1
740.0,-359.0,1,cluster_1
696.0,-408.0,1,cluster_1
824.0,-624.0,1,cluster_1
745.0,-409.0,1,cluster_1
700.0,-383.0,1,cluster_1
548.0,-691.0,1,cluster_1
712.0,-494.0,1,cluster_1
811.0,-347.0,1,cluster_1
726.0,-411.0,1,cluster_1
709.0,-601.0,1,cluster_1
786.0,-660.0,1,cluster_1
552.0,-556.0,1,cluster_1
719.0,-270.0,1,cluster_1
629.0,-487.0,1,cluster_1
641.0,-683.0,1,cluster_1
673.0,-370.0,1,cluster_1
692.0,-586.0,1,cluster_1
603.0,-386.0,1,cluster_1
811.0,-814.0,1,cluster_1
620.0,-460.0,1,cluster_1
648.0,-571.0,1,cluster_1
692.0,-445.0,1,cluster_1
724.0,-617.0,1,cluster_1
773.0,-385.0,1,cluster_1
666.0,-615.0,1,cluster_1
846.0,-377.0,1,cluster_1
663.0,-659.0,1,cluster_1
826.0,-561.0,1,cluster_1
791.0,-428.0,1,cluster_1
753.0,-407.0,1,cluster_1
769.0,-336.0,1,cluster_1
845.0,-439.0,1,cluster_1
773.0,-420.0,1,cluster_1
657.0,-538.0,1,cluster_1
738.0,-375.0,1,cluster_1
618.0,-392.0,1,cluster_1
526.0,-563.0,1,cluster_1
765.0,-648.0,1,cluster_1
697.0,-887.0,1,cluster_1
716.0,-562.0,1,cluster_1
807.0,-766.0,1,cluster_1
651.0,-759.0,1,cluster_1
641.0,-790.0,1,cluster_1
671.0,-504.0,1,cluster_1
781.0,-600.0,1,cluster_1
734.0,-519.0,1,cluster_1
705.0,-649.0,1,cluster_1
626.0,-636.0,1,cluster_1
718.0,-522.0,1,cluster_1
636.0,-478.0,1,cluster_1
803.0,-405.0,1,cluster_1
728.0,-398.0,1,cluster_1
709.0,-709.0,1,cluster_1
648.0,-589.0,1,cluster_1
574.0,-491.0,1,cluster_1
746.0,-412.0,1,cluster_1
470.0,-478.0,1,cluster_1
582.0,-493.0,1,cluster_1
772.0,-429.0,1,cluster_1
864.0,-466.0,1,cluster_1
556.0,-559.0,1,cluster_1
707.0,-284.0,1,cluster_1
658.0,-772.0,1,cluster_1
748.0,-440.0,1,cluster_1
684.0,-688.0,1,cluster_1
627.0,-400.0,1,cluster_1
801.0,-361.0,1,cluster_1
652.0,-426.0,1,cluster_1
735.0,-554.0,1,cluster_1
696.0,-686.0,1,cluster_1
667.0,-949.0,1,cluster_1
596.0,-612.0,1,cluster_1
526.0,-627.0,1,cluster_1
831.0,-421.0,1,cluster_1
774.0,-431.0,1,cluster_1
570.0,-299.0,1,cluster_1
698.0,-349.0,1,cluster_1
650.0,-448.0,1,cluster_1
699.0,-417.0,1,cluster_1
704.0,-380.0,1,cluster_1
380.0,-493.0,1,cluster_1
589.0,-640.0,1,cluster_1
709.0,-573.0,1,cluster_1
662.0,-604.0,1,cluster_1
752.0,-645.0,1,cluster_1
746.0,-645.0,1,cluster_1
726.0,-761.0,1,cluster_1
689.0,-665.0,1,cluster_1
664.0,-781.0,1,cluster_1
663.0,-669.0,1,cluster_1
793.0,-775.0,1,cluster_1
710.0,-520.0,1,cluster_1
595.0,-485.0,1,cluster_1
673.0,-656.0,1,cluster_1
654.0,-418.0,1,cluster_1
685.0,-487.0,1,cluster_1
802.0,-394.0,1,cluster_1
712.0,-375.0,1,cluster_1
663.0,-587.0,1,cluster_1
887.0,-745.0,1,cluster_1
514.0,-418.0,1,cluster_1
696.0,-651.0,1,cluster_1
478.0,-425.0,1,cluster_1
602.0,-515.0,1,cluster_1
755.0,-796.0,1,cluster_1
699.0,-508.0,1,cluster_1
710.0,-726.0,1,cluster_1
699.0,-394.0,1,cluster_1
753.0,-760.0,1,cluster_1
557.0,-388.0,1,cluster_1
667.0,-487.0,1,cluster_1
629.0,-501.0,1,cluster_1
635.0,-544.0,1,cluster_1
744.0,-618.0,1,cluster_1
489.0,-813.0,1,cluster_1
686.0,-655.0,1,cluster_1
626.0,-642.0,1,cluster_1
729.0,-645.0,1,cluster_1
677.0,-422.0,1,cluster_1
772.0,-644.0,1,cluster_1
643.0,-668.0,1,cluster_1
796.0,-766.0,1,cluster_1
702.0,-366.0,1,cluster_1
574.0,-315.0,1,cluster_1
707.0,-692.0,1,cluster_1
714.0,-698.0,1,cluster_1
799.0,-419.0,1,cluster_1
641.0,-411.0,1,cluster_1
690.0,-514.0,1,cluster_1
622.0,-618.0,1,cluster_1
674.0,-746.0,1,cluster_1
677.0,-566.0,1,cluster_1
553.0,-686.0,1,cluster_1
764.0,-675.0,1,cluster_1
725.0,-720.0,1,cluster_1
632.0,-618.0,1,cluster_1
788.0,-404.0,1,cluster_1
717.0,-526.0,1,cluster_1
631.0,-431.0,1,cluster_1
750.0,-616.0,1,cluster_1
522.0,-628.0,1,cluster_1
670.0,-355.0,1,cluster_1
813.0,-390.0,1,cluster_1
801.0,-660.0,1,cluster_1
580.0,-810.0,1,cluster_1
715.0,-681.0,1,cluster_1
662.0,-551.0,1,cluster_1
741.0,-396.0,1,cluster_1
684.0,-625.0,1,cluster_1
750.0,-374.0,1,cluster_1
702.0,-315.0,1,cluster_1
748.0,-614.0,1,cluster_1
517.0,-377.0,1,cluster_1
810.0,-767.0,1,cluster_1
659.0,-602.0,1,cluster_1
448.0,-415.0,1,cluster_1
788.0,-432.0,1,cluster_1
784.0,-379.0,1,cluster_1
542.0,-704.0,1,cluster_1
682.0,-376.0,1,cluster_1
748.0,-470.0,1,cluster_1
833.0,-721.0,1,cluster_1
650.0,-890.0,1,cluster_1
636.0,-722.0,1,cluster_1
580.0,-777.0,1,cluster_1
535.0,-321.0,1,cluster_1
623.0,-459.0,1,cluster_1
754.0,-399.0,1,cluster_1
711.0,-604.0,1,cluster_1
731.0,-572.0,1,cluster_1
634.0,-713.0,1,cluster_1
591.0,-600.0,1,cluster_1
606.0,-526.0,1,cluster_1
803.0,-424.0,1,cluster_1
790.0,-793.0,1,cluster_1
699.0,-761.0,1,cluster_1
732.0,-423.0,1,cluster_1
713.0,-522.0,1,cluster_1
771.0,-397.0,1,cluster_1
591.0,-886.0,1,cluster_1
636.0,-813.0,1,cluster_1
582.0,-640.0,1,cluster_1
731.0,-760.0,1,cluster_1
752.0,-516.0,1,cluster_1
688.0,-313.0,1,cluster_1
756.0,-394.0,1,cluster_1
689.0,-681.0,1,cluster_1
774.0,-576.0,1,cluster_1
607.0,-816.0,1,cluster_1
600.0,-762.0,1,cluster_1
845.0,-326.0,1,cluster_1
483.0,-574.0,1,cluster_1
793.0,-755.0,1,cluster_1
633.0,-617.0,1,cluster_1
840.0,-747.0,1,cluster_1
701.0,-425.0,1,cluster_1
697.0,-402.0,1,cluster_1
818.0,-404.0,1,cluster_1
505.0,-534.0,1,cluster_1
684.0,-653.0,1,cluster_1
757.0,-747.0,1,cluster_1
743.0,-399.0,1,cluster_1
786.0,-764.0,1,cluster_1
680.0,-662.0,1,cluster_1
757.0,-721.0,1,cluster_1
756.0,-325.0,1,cluster_1
676.0,-681.0,1,cluster_1
629.0,-554.0,1,cluster_1
692.0,-628.0,1,cluster_1
746.0,-491.0,1,cluster_1
758.0,-403.0,1,cluster_1
640.0,-621.0,1,cluster_1
831.0,-366.0,1,cluster_1
742.0,-660.0,1,cluster_1
536.0,-343.0,1,cluster_1
696.0,-382.0,1,cluster_1
775.0,-741.0,1,cluster_1
763.0,-626.0,1,cluster_1
663.0,-566.0,1,cluster_1
588.0,-638.0,1,cluster_1
443.0,-470.0,1,cluster_1
723.0,-279.0,1,cluster_1
665.0,-677.0,1,cluster_1
730.0,-377.0,1,cluster_1
553.0,-454.0,1,cluster_1
770.0,-617.0,1,cluster_1
522.0,-273.0,1,cluster_1
615.0,-557.0,1,cluster_1
627.0,-617.0,1,cluster_1
735.0,-440.0,1,cluster_1
634.0,-676.0,1,cluster_1
809.0,-406.0,1,cluster_1
740.0,-418.0,1,cluster_1
578.0,-324.0,1,cluster_1
553.0,-373.0,1,cluster_1
740.0,-596.0,1,cluster_1
627.0,-324.0,1,cluster_1
751.0,-372.0,1,cluster_1
641.0,-416.0,1,cluster_1
630.0,-591.0,1,cluster_1
658.0,-692.0,1,cluster_1
707.0,-657.0,1,cluster_1
702.0,-711.0,1,cluster_1
788.0,-724.0,1,cluster_1
703.0,-646.0,1,cluster_1
657.0,-764.0,1,cluster_1
691.0,-792.0,1,cluster_1
632.0,-742.0,1,cluster_1
719.0,-645.0,1,cluster_1
725.0,-759.0,1,cluster_1
848.0,-639.0,1,cluster_1
704.0,-758.0,1,cluster_1
473.0,-610.0,1,cluster_1
642.0,-639.0,1,cluster_1
630.0,-731.0,1,cluster_1
694.0,-657.0,1,cluster_1
695.0,-657.0,1,cluster_1
724.0,-730.0,1,cluster_1
651.0,-806.0,1,cluster_1
780.0,-702.0,1,cluster_1
670.0,-743.0,1,cluster_1
735.0,-499.0,1,cluster_1
754.0,-677.0,1,cluster_1
745.0,-748.0,1,cluster_1
583.0,-352.0,1,cluster_1
672.0,-741.0,1,cluster_1
609.0,-731.0,1,cluster_1
822.0,-710.0,1,cluster_1
707.0,-695.0,1,cluster_1
665.0,-679.0,1,cluster_1
717.0,-360.0,1,cluster_1
514.0,-381.0,1,cluster_1
718.0,-424.0,1,cluster_1
679.0,-714.0,1,cluster_1
757.0,-660.0,1,cluster_1
816.0,-293.0,1,cluster_1
721.0,-361.0,1,cluster_1
642.0,-289.0,1,cluster_1
737.0,-420.0,1,cluster_1
784.0,-431.0,1,cluster_1
652.0,-698.0,1,cluster_1
733.0,-607.0,1,cluster_1
749.0,-401.0,1,cluster_1
607.0,-658.0,1,cluster_1
612.0,-618.0,1,cluster_1
641.0,-512.0,1,cluster_1
783.0,-660.0,1,cluster_1
767.0,-764.0,1,cluster_1
770.0,-663.0,1,cluster_1
736.0,-683.0,1,cluster_1
717.0,-609.0,1,cluster_1
749.0,-412.0,1,cluster_1
599.0,-445.0,1,cluster_1
596.0,-458.0,1,cluster_1
785.0,-612.0,1,cluster_1
695.0,-537.0,1,cluster_1
725.0,-469.0,1,cluster_1
862.0,-778.0,1,cluster_1
572.0,-558.0,1,cluster_1
577.0,-709.0,1,cluster_1
648.0,-709.0,1,cluster_1
697.0,-584.0,1,cluster_1
650.0,-656.0,1,cluster_1
806.0,-788.0,1,cluster_1
843.0,-806.0,1,cluster_1
753.0,-623.0,1,cluster_1
772.0,-405.0,1,cluster_1
651.0,-699.0,1,cluster_1
674.0,-681.0,1,cluster_1
515.0,-370.0,1,cluster_1
803.0,-407.0,1,cluster_1
602.0,-536.0,1,cluster_1
660.0,-640.0,1,cluster_1
776.0,-592.0,1,cluster_1
651.0,-610.0,1,cluster_1
662.0,-627.0,1,cluster_1
807.0,-423.0,1,cluster_1
668.0,-529.0,1,cluster_1
728.0,-572.0,1,cluster_1
726.0,-718.0,1,cluster_1
695.0,-708.0,1,cluster_1
749.0,-404.0,1,cluster_1
782.0,-419.0,1,cluster_1
649.0,-676.0,1,cluster_1
724.0,-608.0,1,cluster_1
702.0,-926.0,1,cluster_1
805.0,-684.0,1,cluster_1
662.0,-645.0,1,cluster_1
609.0,-691.0,1,cluster_1
738.0,-443.0,1,cluster_1
616.0,-700.0,1,cluster_1
699.0,-489.0,1,cluster_1
627.0,-710.0,1,cluster_1
596.0,-425.0,1,cluster_1
706.0,-705.0,1,cluster_1
747.0,-404.0,1,cluster_1
658.0,-625.0,1,cluster_1
735.0,-767.0,1,cluster_1
459.0,-655.0,1,cluster_1
710.0,-363.0,1,cluster_1
666.0,-714.0,1,cluster_1
733.0,-403.0,1,cluster_1
796.0,-430.0,1,cluster_1
717.0,-394.0,1,cluster_1
624.0,-593.0,1,cluster_1
784.0,-442.0,1,cluster_1
674.0,-394.0,1,cluster_1
816.0,-771.0,1,cluster_1
477.0,-459.0,1,cluster_1
625.0,-516.0,1,cluster_1
582.0,-394.0,1,cluster_1
729.0,-747.0,1,cluster_1
653.0,-551.0,1,cluster_1
644.0,-628.0,1,cluster_1
662.0,-615.0,1,cluster_1
660.0,-339.0,1,cluster_1
622.0,-279.0,1,cluster_1
666.0,-346.0,1,cluster_1
629.0,-513.0,1,cluster_1
562.0,-510.0,1,cluster_1
613.0,-769.0,1,cluster_1
714.0,-363.0,1,cluster_1
756.0,-459.0,1,cluster_1
756.0,-444.0,1,cluster_1
679.0,-650.0,1,cluster_1
349.0,-523.0,1,cluster_1
741.0,-787.0,1,cluster_1
546.0,-424.0,1,cluster_1
636.0,-438.0,1,cluster_1
763.0,-402.0,1,cluster_1
695.0,-726.0,1,cluster_1
802.0,-688.0,1,cluster_1
715.0,-611.0,1,cluster_1
544.0,-598.0,1,cluster_1
543.0,-588.0,1,cluster_1
620.0,-644.0,1,cluster_1
684.0,-571.0,1,cluster_1
737.0,-415.0,1,cluster_1
742.0,-580.0,1,cluster_1
463.0,-579.0,1,cluster_1
762.0,-446.0,1,cluster_1
519.0,-576.0,1,cluster_1
729.0,-774.0,1,cluster_1
697.0,-525.0,1,cluster_1
733.0,-694.0,1,cluster_1
617.0,-542.0,1,cluster_1
720.0,-539.0,1,cluster_1
778.0,-426.0,1,cluster_1
765.0,-399.0,1,cluster_1
734.0,-697.0,1,cluster_1
789.0,-397.0,1,cluster_1
676.0,-421.0,1,cluster_1
664.0,-411.0,1,cluster_1
727.0,-588.0,1,cluster_1
614.0,-387.0,1,cluster_1
812.0,-651.0,1,cluster_1
398.0,-472.0,1,cluster_1
776.0,-407.0,1,cluster_1
779.0,-895.0,1,cluster_1
848.0,-412.0,1,cluster_1
690.0,-605.0,1,cluster_1
797.0,-364.0,1,cluster_1
661.0,-575.0,1,cluster_1
801.0,-438.0,1,cluster_1
740.0,-397.0,1,cluster_1
717.0,-423.0,1,cluster_1
654.0,-544.0,1,cluster_1
722.0,-546.0,1,cluster_1
572.0,-742.0,1,cluster_1
720.0,-523.0,1,cluster_1
679.0,-674.0,1,cluster_1
698.0,-676.0,1,cluster_1
691.0,-657.0,1,cluster_1
667.0,-710.0,1,cluster_1
650.0,-532.0,1,cluster_1
590.0,-767.0,1,cluster_1
767.0,-733.0,1,cluster_1
741.0,-724.0,1,cluster_1
782.0,-385.0,1,cluster_1
566.0,-408.0,1,cluster_1
728.0,-390.0,1,cluster_1
555.0,-688.0,1,cluster_1
808.0,-685.0,1,cluster_1
743.0,-829.0,1,cluster_1
581.0,-389.0,1,cluster_1
845.0,-768.0,1,cluster_1
664.0,-717.0,1,cluster_1
593.0,-517.0,1,cluster_1
653.0,-388.0,1,cluster_1
786.0,-615.0,1,cluster_1
777.0,-538.0,1,cluster_1
743.0,-489.0,1,cluster_1
766.0,-676.0,1,cluster_1
723.0,-726.0,1,cluster_1
797.0,-350.0,1,cluster_1
604.0,-417.0,1,cluster_1
794.0,-426.0,1,cluster_1
812.0,-402.0,1,cluster_1
723.0,-787.0,1,cluster_1
655.0,-544.0,1,cluster_1
732.0,-426.0,1,cluster_1
655.0,-414.0,1,cluster_1
696.0,-320.0,1,cluster_1
787.0,-780.0,1,cluster_1
883.0,-406.0,1,cluster_1
571.0,-500.0,1,cluster_1
589.0,-321.0,1,cluster_1
681.0,-410.0,1,cluster_1
717.0,-463.0,1,cluster_1
708.0,-312.0,1,cluster_1
599.0,-326.0,1,cluster_1
682.0,-576.0,1,cluster_1
911.0,-419.0,1,cluster_1
730.0,-707.0,1,cluster_1
757.0,-775.0,1,cluster_1
745.0,-474.0,1,cluster_1
645.0,-553.0,1,cluster_1
714.0,-392.0,1,cluster_1
762.0,-351.0,1,cluster_1
758.0,-412.0,1,cluster_1
612.0,-734.0,1,cluster_1
755.0,-424.0,1,cluster_1
813.0,-403.0,1,cluster_1
760.0,-481.0,1,cluster_1
510.0,-335.0,1,cluster_1
708.0,-411.0,1,cluster_1
807.0,-373.0,1,cluster_1
806.0,-679.0,1,cluster_1
742.0,-572.0,1,cluster_1
710.0,-457.0,1,cluster_1
606.0,-555.0,1,cluster_1
613.0,-356.0,1,cluster_1
515.0,-576.0,1,cluster_1
682.0,-459.0,1,cluster_1
755.0,-408.0,1,cluster_1
655.0,-361.0,1,cluster_1
740.0,-579.0,1,cluster_1
767.0,-537.0,1,cluster_1
744.0,-396.0,1,cluster_1
566.0,-540.0,1,cluster_1
822.0,-425.0,1,cluster_1
514.0,-615.0,1,cluster_1
847.0,-418.0,1,cluster_1
737.0,-420.0,1,cluster_1
684.0,-366.0,1,cluster_1
704.0,-311.0,1,cluster_1
702.0,-667.0,1,cluster_1
674.0,-382.0,1,cluster_1
657.0,-518.0,1,cluster_1
714.0,-310.0,1,cluster_1
785.0,-408.0,1,cluster_1
771.0,-726.0,1,cluster_1
821.0,-513.0,1,cluster_1
648.0,-416.0,1,cluster_1
639.0,-667.0,1,cluster_1
660.0,-790.0,1,cluster_1
689.0,-470.0,1,cluster_1
820.0,-450.0,1,cluster_1
569.0,-562.0,1,cluster_1
739.0,-702.0,1,cluster_1
624.0,-491.0,1,cluster_1
834.0,-594.0,1,cluster_1
684.0,-497.0,1,cluster_1
704.0,-315.0,1,cluster_1
560.0,-503.0,1,cluster_1
759.0,-390.0,1,cluster_1
